status_account,month_duration,status_savings,years_employment,payment_to_income_ratio,residence_since,age,n_credits,n_guarantors,telephone,is_foreign_worker,age_group,loan_burden,risk_combo,financial_health,employment_stability,has_collateral,credit_amount_log,loan_to_income_proxy,total_credit_exposure,sex_female,sex_male,credit_history_all_paid_here,credit_history_critical_other,credit_history_current_paid,credit_history_delayed_past,credit_history_no_credits,other_installment_plans_bank,other_installment_plans_none,other_installment_plans_stores,housing_for free,housing_own,housing_rent,job_management,job_skilled,job_unemployed,job_unskilled,marital_status_divorced/separated,marital_status_divorced/separated/married,marital_status_married/widowed,marital_status_single,purpose_risk_high_risk,purpose_risk_low_risk,purpose_risk_medium_risk,target
1.0,-1.223089243689489,1.0,3.0,3.0,3.0,28.0,-0.6951322010424811,1.0,,1.0,1.0,80.66666666666667,5.0,2.0,1.6,0.0,6.184148890937483,-0.6751022275413441,-0.47518840418907593,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
0.0,1.7011154896873397,1.0,1.0,4.0,3.0,34.0,-0.6951322010424811,1.0,,1.0,1.0,94.4047619047619,6.0,1.4,2.4000000000000004,1.0,8.285513309079741,-0.18184507793928673,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
2.0,0.2390131229989254,3.0,3.0,4.0,1.0,28.0,-0.6951322010424811,1.0,,1.0,1.0,57.333333333333336,3.0,3.4,2.4000000000000004,1.0,7.227662498728655,-0.7211718910926599,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,3.163217856375754,1.0,4.0,4.0,4.0,36.0,-0.6951322010424811,1.0,,1.0,2.0,121.61666666666666,6.0,1.4,2.4000000000000004,1.0,8.895355616996392,0.21404227899904976,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
1.0,3.163217856375754,1.0,2.0,4.0,4.0,42.0,-0.6951322010424811,1.0,,1.0,2.0,104.8,5.0,2.0,2.4000000000000004,1.0,8.746557354543503,-0.030611881649779446,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
0.0,-0.24835433256387934,1.0,2.0,2.0,3.0,42.0,-0.6951322010424811,1.0,,1.0,2.0,230.72222222222223,6.0,1.4,2.4000000000000004,1.0,8.331827004436057,0.12303448749241583,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,-0.4920380603452817,4.0,4.0,3.0,4.0,23.0,1.05362805315244,1.0,1.0,1.0,0.0,224.53333333333333,2.0,3.8,2.4000000000000004,1.0,8.122371243406553,0.8946609399913835,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.24835433256387934,1.0,0.0,4.0,4.0,65.0,1.05362805315244,1.0,,1.0,2.0,61.0,2.0,2.6,0.0,1.0,7.002155954403621,-0.6678280701385048,1.593096271280243,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
0.0,-0.24835433256387934,1.0,2.0,4.0,4.0,24.0,1.05362805315244,1.0,,1.0,0.0,118.0,5.0,1.4,2.4000000000000004,0.0,7.661527081358517,0.16142587378517892,1.593096271280243,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
0.0,-0.4920380603452817,1.0,4.0,1.0,4.0,27.0,1.05362805315244,1.0,,1.0,1.0,242.86666666666667,6.0,1.4,1.6,1.0,8.200837258379849,-0.6719500926667803,-0.8888453392829397,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2.0,2.1884829452501444,0.0,3.0,2.0,1.0,35.0,1.05362805315244,1.0,1.0,1.0,2.0,184.54166666666663,2.0,2.2,2.4000000000000004,1.0,9.089189170412032,-0.2128901425692617,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,-0.00467060478247696,1.0,1.0,2.0,1.0,26.0,1.05362805315244,1.0,,1.0,1.0,162.57142857142858,6.0,1.4,2.4000000000000004,1.0,8.13593277200489,-0.37270511265188017,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2.0,-0.24835433256387934,1.0,4.0,3.0,4.0,33.0,1.05362805315244,1.0,1.0,1.0,1.0,337.22222222222223,2.0,2.6,2.4000000000000004,1.0,8.711278615130434,2.124236012984659,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-1.3855450622104237,1.0,3.0,2.0,1.0,42.0,1.05362805315244,2.0,,1.0,2.0,375.75,2.0,2.6,1.6,0.0,7.315883504509785,1.1779893708319753,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.9794055159080864,0.0,2.0,1.0,2.0,33.0,1.05362805315244,2.0,,1.0,1.0,341.55555555555554,2.0,2.2,2.4000000000000004,0.0,8.031060180240619,-0.3130108368222308,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,0.2390131229989254,1.0,0.0,4.0,2.0,30.0,-0.6951322010424811,2.0,,1.0,1.0,75.95833333333333,6.0,1.4,2.8,1.0,7.508787170634276,-0.45020952783689483,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
1.0,1.213748034124535,1.0,3.0,4.0,4.0,24.0,-0.6951322010424811,1.0,,1.0,0.0,64.52777777777777,5.0,2.0,2.4000000000000004,1.0,7.751045117971802,-0.6165048484629162,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
3.0,1.7011154896873397,1.0,1.0,2.0,1.0,33.0,1.05362805315244,1.0,,1.0,1.0,149.73809523809524,7.0,3.2,2.4000000000000004,1.0,8.746716349694486,-0.4660567993216519,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,0.0,5.35066627903756,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
2.0,1.213748034124535,0.0,4.0,2.0,4.0,42.0,1.05362805315244,1.0,,1.0,2.0,291.02777777777777,2.0,2.2,2.4000000000000004,1.0,9.257033099968163,0.5617065908691987,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.7357217881266841,0.0,0.0,4.0,4.0,38.0,-0.6951322010424811,1.0,1.0,1.0,2.0,238.25,3.0,2.2,2.8,1.0,7.958576903813898,1.910860729168038,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,-0.6544938788662167,1.0,1.0,4.0,4.0,23.0,1.05362805315244,1.0,,1.0,0.0,67.84615384615384,4.0,2.0,2.4000000000000004,0.0,6.78332520060396,-0.568228068776551,1.593096271280243,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
3.0,-0.7357217881266841,1.0,2.0,2.0,2.0,44.0,-0.6951322010424811,1.0,1.0,1.0,2.0,156.75,4.0,3.2,1.6,1.0,7.540090320145325,-0.415051100389838,-0.8888453392829397,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
2.0,-0.24835433256387934,1.0,2.0,3.0,2.0,32.0,1.05362805315244,1.0,,1.0,1.0,85.0,2.0,2.6,2.4000000000000004,1.0,7.333676395657684,-0.6278202044228884,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0
3.0,-1.223089243689489,2.0,4.0,2.0,4.0,28.0,1.05362805315244,2.0,1.0,1.0,1.0,220.5,3.0,3.6,2.4000000000000004,1.0,7.188412736496954,0.048676434041169295,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
2.0,1.213748034124535,0.0,2.0,4.0,4.0,36.0,-0.6951322010424811,1.0,,1.0,2.0,85.52777777777777,3.0,2.2,2.4000000000000004,0.0,8.03268487596762,-0.31099023754366434,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
1.0,0.2390131229989254,0.0,4.0,4.0,4.0,36.0,-0.6951322010424811,1.0,1.0,1.0,2.0,115.0,5.0,1.6,2.4000000000000004,1.0,7.923348211930154,0.11778092936814294,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1.0,1.213748034124535,2.0,4.0,4.0,3.0,30.0,-0.6951322010424811,1.0,,1.0,1.0,79.5,5.0,2.4,2.4000000000000004,1.0,7.959625305098115,-0.3986842462334495,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,-1.0726311735207972,1.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
2.0,-0.7357217881266841,0.0,4.0,4.0,4.0,52.0,-0.6951322010424811,1.0,1.0,1.0,2.0,177.75,3.0,2.2,2.8,1.0,7.665753431861699,1.030687683424479,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2.0,-0.08589851404294442,0.0,1.0,2.0,4.0,44.0,1.05362805315244,1.0,1.0,1.0,2.0,174.25,2.0,2.2,2.4000000000000004,0.0,8.156510226079966,-0.2877533458401497,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,1.213748034124535,1.0,1.0,4.0,4.0,23.0,1.05362805315244,1.0,1.0,1.0,0.0,173.02777777777777,5.0,1.4,1.6,1.0,8.737131611781498,0.9619873079532184,1.593096271280243,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
3.0,1.213748034124535,1.0,4.0,4.0,2.0,31.0,-0.6951322010424811,1.0,,1.0,1.0,124.25,4.0,3.2,2.4000000000000004,1.0,8.406038142050075,0.25235284132067054,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
2.0,-0.7357217881266841,0.0,3.0,4.0,2.0,61.0,-0.6951322010424811,1.0,,1.0,2.0,167.66666666666666,2.0,2.2,2.4000000000000004,1.0,7.607381425639791,0.8839921758005522,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
3.0,0.2390131229989254,1.0,1.0,2.0,4.0,26.0,-0.6951322010424811,1.0,,1.0,1.0,156.20833333333334,4.0,3.2,2.4000000000000004,1.0,8.229511118964457,-0.41899126898304256,-0.8888453392829397,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
2.0,0.7263805785617302,1.0,2.0,4.0,2.0,33.0,-0.6951322010424811,1.0,1.0,1.0,1.0,94.36666666666666,2.0,2.6,2.4000000000000004,1.0,7.94873845481361,-0.18239929945569375,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,-0.00467060478247696,4.0,3.0,3.0,2.0,32.0,1.05362805315244,1.0,1.0,1.0,1.0,130.71428571428572,4.0,3.2,2.4000000000000004,1.0,7.917900586327916,-0.12902083965676261,0.7657824010925155,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1
0.0,-0.7357217881266841,0.0,4.0,2.0,4.0,49.0,-0.6951322010424811,1.0,1.0,1.0,2.0,105.16666666666669,6.0,1.0,1.6,1.0,7.141245122350491,-0.7902763864196335,-0.8888453392829397,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.2390131229989254,1.0,1.0,2.0,1.0,55.0,-0.6951322010424811,1.0,1.0,1.0,2.0,286.3333333333333,8.0,1.4,2.4000000000000004,1.0,8.835355971121604,0.5275584630614251,-0.8888453392829397,-0.646869164755947,0.6468691647559474,1.0,-0.6236095644623236,-1.0726311735207972,0.0,-0.18689261259251502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,-0.9794055159080864,1.0,2.0,4.0,1.0,30.0,-0.6951322010424811,1.0,,1.0,1.0,102.0,5.0,2.0,2.4000000000000004,1.0,6.823286122355687,-0.07134716310567965,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
3.0,-0.7357217881266841,1.0,1.0,4.0,1.0,26.0,-0.6951322010424811,1.0,,1.0,1.0,50.75,6.0,3.2,1.2,0.0,6.413458957167357,-0.816948296896711,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,1.0,-0.6236095644623236,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
2.0,-1.3855450622104237,1.0,1.0,1.0,3.0,23.0,-0.6951322010424811,2.0,,1.0,0.0,150.25,3.0,2.6,1.6,0.0,6.400257445308821,-1.0088041983965983,-1.3025022743768035,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
0.0,0.2390131229989254,1.0,1.0,4.0,4.0,23.0,-0.6951322010424811,1.0,1.0,1.0,0.0,134.75,6.0,1.4,1.6,0.0,8.081784206935001,0.4051101467802965,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
2.0,0.7263805785617302,0.0,3.0,2.0,3.0,36.0,1.05362805315244,1.0,,1.0,2.0,224.7333333333333,2.0,2.2,2.4000000000000004,1.0,8.816260208734581,0.07947036704652216,-0.06153146909521212,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
0.0,0.2390131229989254,1.0,4.0,4.0,4.0,55.0,-0.6951322010424811,1.0,,1.0,2.0,66.79166666666667,6.0,1.4,2.4000000000000004,1.0,7.38025578842646,-0.5835690802222825,-0.06153146909521212,1.5459076649252297,-1.5459076649252297,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1
1.0,1.213748034124535,1.0,1.0,4.0,4.0,27.0,1.05362805315244,1.0,,1.0,1.0,78.33333333333333,4.0,2.0,2.4000000000000004,1.0,7.944846711001996,-0.41565728017340803,1.593096271280243,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
1.0,-0.7357217881266841,2.0,1.0,3.0,4.0,44.0,-0.6951322010424811,1.0,,1.0,2.0,150.33333333333334,4.0,2.4,2.4000000000000004,1.0,7.498315870766981,0.08504722105536594,-0.47518840418907593,-0.646869164755947,0.6468691647559474,0.0,1.6035674514745464,-1.0726311735207972,0.0,-0.18689261259251502,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1
1.0,-0.24835433256387934,4.0,1.0,3.0,3.0,36.0,-0.6951322010424811,1.0,1.0,1.0,2.0,106.27777777777776,5.0,3.2,2.4000000000000004,0.0,7.5569505720129,-0.39565334731559987,-0.47518840418907593,-0.646869164755947,0.6468691647559474,0.0,-0.6236095644623236,0.932286907826487,0.0,-0.18689261259251502,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1
